,103,84,34,136,268,69,42,131,105,3,38,55,7,127,90,61,246,517,134,91,4,45,112,101,157,777,238,115,142
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2,0.5,0.5357,0.5,0.5,0.5,0.5778,0.5,0.4688,0.5,0.4898,0.52,0.5,0.5536,0.5,0.5,0.5,0.5789,0.4811,0.3913,0.6,0.32,0.5,0.5,0.5,0.381,0.5,0.5,0.5,0.5556
3,0.5,0.3211,0.5,0.5,0.5,0.5484,0.5,0.5,0.4688,0.5,0.4643,0.3056,0.4186,0.5,0.5,0.5593,0.5588,0.4785,0.3953,0.4516,0.4853,0.5,0.5,0.5,0.6829,0.5636,0.5,0.5,0.4505
4,0.5,0.4066,0.5,0.5,0.5,0.5,0.5,0.5,0.6923,0.5147,0.6,0.5625,0.3704,0.5,0.5,0.4348,0.5366,0.454,0.3333,0.641,0.5,0.5,0.5,0.5,0.4054,0.3214,0.5,0.5,0.4712
5,0.5,0.475,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5385,0.5,0.5,0.5,0.5,0.5,0.5,0.5862,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5806
6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7,0.5,0.551,0.5,0.5,0.5,0.5833,0.5,0.32,0.5,0.5814,0.6875,0.5,0.5,0.551,0.5,0.4231,0.5195,0.4931,0.4889,0.4898,0.6296,0.5,0.5,0.5,0.625,0.5,0.5,0.5,0.5217
8,0.5,0.5294,0.5,0.5,0.5,0.5484,0.5,0.5,0.6389,0.5,0.5,0.5,0.4103,0.5,0.5,0.5938,0.614,0.3741,0.3846,0.6053,0.4615,0.5,0.5,0.5,0.4524,0.5,0.5,0.5,0.5179
9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4286,0.4906,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
